349,inferred_ARCO_full185,Cultural Property Category has cultural property category is of name,[Cultural Property Category [C]] [Cultural Property [C]] [has cultural property category [P]] [is cultural property category of [P]] [name [P]] 
350,inferred_ARCO_full336,Lithostratigraphic Formation Member has direct lower rank,[Lithostratigraphic Formation [C]] [Lithostratigraphic Member [C]] [has direct lower rank [P]] 
351,inferred_ARCO_full155,Laboratory test has laboratory type is of,[Laboratory test [C]] [has laboratory test type [P]] [Laboratory test type [C]] [is laboratory test type of [P]] 
352,inferred_ARCO_full24,is estimate of estimated value has Estimate,[is estimate of [P]] [estimated value [P]] [has estimate [P]] [Estimate [C]] 
353,inferred_ARCO_full202,Construction original element is construction of has,[Construction [C]] [original element [P]] [is construction element of [P]] [Construction element [C]] [has construction element [P]] 
354,inferred_ARCO_full42,Archaeological Property Location has finding context sample collected stratigraphic area room Finding Sample square archaeological site identifier anthropological material morphology,[Archaeological Property [C]] [Location [C]] [has finding context [P]] [has sample collected [P]] [has stratigraphic area [P]] [has stratigraphic room [P]] [Finding context [C]] [Sample collected [C]] [has stratigraphic square [P]] [archaeological site identifier [P]] [anthropological material morphology [P]] 
355,inferred_ARCO_full133,describes cultural property record identifier Cultural Entity has responsible agent reference project Catalogue Agent,[describes [P]] [cultural property record identifier [P]] [Cultural Entity [C]] [has cultural property record responsible agent [P]] [reference project [P]] [Catalogue property record [C]] [Agent [C]] 
356,inferred_ARCO_full264,Archaeological excavation area room square has activity responsible Agent survey scientific director archaeological local identifier ICCD,[Archaeological excavation [C]] [area room square [P]] [has activity responsible [P]] [Agent [C]] [has survey scientific director [P]] [archaeological excavation local identifier [P]] [archaeological excavation ICCD identifier [P]] 
357,inferred_ARCO_full92,has copyright holder is in of expiry date Agent Copyright,[has copyright holder [P]] [is copyright holder in [P]] [is copyright of [P]] [expiry date [P]] [Agent [C]] [has copyright [P]] [Copyright [C]] 
358,inferred_ARCO_full350,is cultural property definition of has specification Cultural Type Property Specification type Entity Definition,[is cultural property definition of [P]] [has cultural property specification [P]] [Cultural property Type [C]] [Cultural Property Specification [C]] [Cultural Property [C]] [has cultural property definition [P]] [has cultural property type [P]] [Cultural Entity [C]] [Cultural Property Definition [C]] [is cultural property specification [P]] [is cultural property type of [P]] 
359,inferred_ARCO_full14,Biological taxon Species is species in,[Biological taxon [C]] [Species [C]] [is species in [P]] 
360,inferred_ARCO_full165,Outcrop is outcrop of Geological context has,[Outcrop [C]] [is outcrop of [P]] [Geological context [C]] [has outcrop [P]] 
361,inferred_ARCO_full232,Measurement collection Wood sample has measurement,[Measurement collection [C]] [Wood sample [C]] [has measurement collection [P]] 
362,inferred_ARCO_full306,description Water system,[description [P]] [Water system [C]] 
363,inferred_ARCO_full348,has conservation status Cultural Property Entity is legibility of Conservation Status Type type Legibility,[has conservation status [P]] [Cultural Property [C]] [Cultural Entity [C]] [is legibility of [P]] [Conservation Status Type [C]] [is conservation status of [P]] [has legibility [P]] [is conservation status type of [P]] [Legibility [C]] [Conservation Status [C]] [has conservation status type [P]] 
364,inferred_ARCO_full360,has reference catalogue Reference Copy is of,[has reference catalogue [P]] [Reference catalogue [C]] [Copy [C]] [is reference catalogue of [P]] 
365,inferred_ARCO_full284,Survey image type has survey identifier Photo interpretation and rendering is of Image,[Survey image type [C]] [has survey image type [P]] [survey image identifier [P]] [Photo interpretation and rendering [C]] [is survey image of [P]] [Survey Image [C]] [is survey image type of [P]] [has survey image [P]] 
366,inferred_ARCO_full103,has SEC identifier Current Inventory Identifier,[has SEC identifier [P]] [Current Inventory [C]] [SEC Identifier [C]] 
367,inferred_ARCO_full72,is authority file cataloguing agency of has Archaeological field survey user related agent Agent author ICCD identifier contacts inventory responsible secondary for insertion local activity Preparatory or final work to Catalogue property record Current Inventory address date historical Biographical Information scientific director cultural,[is authority file cataloguing agency of [P]] [has authority file cataloguing agency [P]] [Archaeological field survey [C]] [has user [P]] [has related agent [P]] [Agent [C]] [author ICCD identifier [P]] [contacts [P]] [is inventory identifier responsible of [P]] [is secondary author of [P]] [is responsible for insertion of [P]] [agent local identifier [P]] [has activity responsible [P]] [is user of [P]] [Preparatory or final work [C]] [is agent related to [P]] [has author [P]] [Catalogue property record [C]] [Current Inventory [C]] [address [P]] [has responsible for insertion [P]] [agent date [P]] [is author of [P]] [historical Biographical Information [P]] [Inventory [C]] [has survey scientific director [P]] [is responsible agent of cultural property record [P]] [has secondary author [P]] 
368,inferred_ARCO_full254,Cultural Property is functional purpose of has Iconographic or Decorative Apparatus Functional Element affixed on cultural property,[Cultural Property [C]] [is functional purpose of [P]] [has functional purpose [P]] [Iconographic or Decorative Apparatus [C]] [Functional purpose [C]] [Element affixed on cultural property [C]] 
369,inferred_ARCO_full151,Classification system Taxon refers to classification is of Concept,[Classification system [C]] [Taxon [C]] [refers to classification system [P]] [is classification system of [P]] [Concept [C]] 
370,inferred_ARCO_full20,Situation Time Interval at involves agent has situation is of Agent,[Situation [C]] [Time Interval [C]] [at Time [P]] [involves agent [P]] [has situation [P]] [is situation of [P]] [Agent [C]] 
371,inferred_ARCO_full206,Vertical element has architectural order is Architectural,[Vertical element [C]] [has architectural order [P]] [is architectural order [P]] [Architectural order [C]] 
372,inferred_ARCO_full248,Privacy level Access profile is access of has privacy reason expiry date Catalogue record,[Privacy level [C]] [Access profile [C]] [is access profile of [P]] [has privacy reason [P]] [has privacy level [P]] [is privacy level of [P]] [is privacy reason of [P]] [expiry date [P]] [Catalogue record [C]] [Privacy reason [C]] [has access profile [P]] 
373,inferred_ARCO_full181,Cultural Property Entity is issuing agency of Agent has urban planning instrument Urban,[Cultural Property [C]] [Cultural Entity [C]] [is issuing agency of [P]] [Agent [C]] [has urban planning instrument [P]] [has issuing agency [P]] [is urban planning instrument of [P]] [Urban planning instrument [C]] 
374,inferred_ARCO_full332,Eon has direct lower rank Geochronological Era,[Eon [C]] [has direct lower rank [P]] [Geochronological Era [C]] 
375,inferred_ARCO_full298,Entity is specimen harvesting of Specimen has,[Entity [C]] [is specimen harvesting of [P]] [Specimen harvesting [C]] [has specimen harvesting [P]] 
376,inferred_ARCO_full96,has attributed author Alternative Authorship Attribution intervention Agent,[has attributed author [P]] [Alternative Authorship Attribution [C]] [author intervention [P]] [Agent [C]] 
377,inferred_ARCO_full354,is old town administrative type of Urban area Old has urban,[is old town administrative type of [P]] [Urban area [C]] [Old town administrative type [C]] [has urban area [P]] [Old town administrative type [P]] [is urban area of [P]] [Old town [C]] 
378,inferred_ARCO_full179,has cartographic theme Cartographic classification is of,[has cartographic theme [P]] [Cartographic classification [C]] [is cartographic theme of [P]] [Cartographic theme [C]] 
379,inferred_ARCO_full46,is sample collected from Cultural Entity position on cultural property identifier has Sample,[is sample collected from [P]] [Cultural Entity [C]] [position on cultural property [P]] [sample collected identifier [P]] [has sample collected [P]] [Sample collected [C]] 
380,inferred_ARCO_full137,Bibliography has bibliography taxon Classification in time Taxon is classification of Specimen current original,[Bibliography [C]] [has bibliography [P]] [has taxon [P]] [Classification in time [C]] [Taxon [C]] [is classification in time of [P]] [has classification in time [P]] [Specimen [C]] [current classification [P]] [current [P]] [original classification [P]] 
381,inferred_ARCO_full260,has authority file cataloguing agency attributed author authorship attribution preferred autorship Cultural Property Entity Authorship Attribution Agent is of dubious authotship,[has authority file cataloguing agency [P]] [has attributed author [P]] [has authorship attribution [P]] [preferred autorship attribution [P]] [Cultural Property [C]] [Cultural Entity [C]] [Authorship Attribution [C]] [Agent [C]] [is authorship attribution of [P]] [dubious authotship attribution [P]] 
382,inferred_ARCO_full303,is clerical administrative area of Clerical Administrative Area has Address,[is clerical administrative area of [P]] [Clerical Administrative Area [C]] [has clerical administrative area [P]] [Address [C]] 
383,inferred_ARCO_full160,Circumstance Occasion has use function Cultural Property Use conditions Entity is of kept in circumstance,[Circumstance Occasion [C]] [has use [P]] [use function [P]] [Cultural Property [C]] [Use [C]] [use conditions [P]] [Use function [C]] [Cultural Entity [C]] [is use of [P]] [is kept in [P]] [has use function [P]] [has circumstance [P]] 
384,inferred_ARCO_full11,is technical characteristic classified by classifies Cultural entity description Technical concept Characteristic used in,[is technical characteristic classified by [P]] [classifies technical characteristic [P]] [Cultural entity technical description [C]] [Technical concept [C]] [Technical Characteristic [C]] [is technical concept used in [P]] 
385,inferred_ARCO_full237,Refraction has refraction is of Object Not metallic specimen Measurement collection measurement,[Refraction [C]] [has refraction [P]] [is refraction of [P]] [Object [C]] [Not metallic specimen [C]] [Measurement collection [C]] [has measurement collection [P]] 
386,inferred_ARCO_full279,has dating Cultural Property Entity Dating is event of Event Or Situation Preparatory or final work related to,[has dating [P]] [Cultural Property [C]] [Cultural Entity [C]] [Dating [C]] [is dating event of [P]] [Event Or Situation [C]] [is dating of [P]] [Preparatory or final work [C]] [has event related to dating [P]] 
387,inferred_ARCO_full39,has musician is involved in work related to collection unit inventory identifier parallel title musical ensemble of subject Agent coin issuance research previous location technical status member archival record set reuses creation propert note alternative commission located finding storage conditions method intervention and digitization reused by number circulation historical information explanation Technical cultural entity attributed gathered on site Commission Coin Collection Membership planning environmental relation with proposed Cultural Entity position complex property Archival membership involves Research anthropological material morphology,[has musician [P]] [is involved in [P]] [is work related to [P]] [collection unit inventory identifier [P]] [parallel title [P]] [is musical ensemble of [P]] [subject [P]] [Agent [C]] [is coin issuance of [P]] [has research [P]] [has previous location [P]] [is technical status of [P]] [is location of [P]] [is member of archival record set of [P]] [reuses [P]] [has member of collection [P]] [is creation location of [P]] [is previous location of [P]] [propert title [P]] [related work note [P]] [alternative title [P]] [is commission of [P]] [is located in [P]] [has finding location [P]] [storage conditions [P]] [method of intervention and digitization [P]] [is reused by [P]] [number in circulation [P]] [finding note [P]] [historical information [P]] [has creation location [P]] [is musician of [P]] [explanation note [P]] [has related work [P]] [Technical status of cultural entity [C]] [attributed title [P]] [information gathered on site [P]] [is finding location of [P]] [Commission [C]] [Coin issuance [C]] [Collection Membership [C]] [has planning environmental relation with [P]] [proposed intervention [P]] [title [P]] [Cultural Entity [C]] [position in complex cultural property [P]] [is research on [P]] [has musical ensemble [P]] [Archival record set membership [C]] [involves [P]] [Research [C]] [anthropological material morphology [P]] 
388,inferred_ARCO_full148,has bibliography type Bibliography is of,[has bibliography type [P]] [Bibliography [C]] [Bibliography type [C]] [is bibliography type of [P]] 
389,inferred_ARCO_full77,has role in time Time Indexed Role Catalogue record version is of,[has role in time [P]] [Time Indexed Role [C]] [Catalogue record version [C]] [is role in time of [P]] 
390,inferred_ARCO_full106,archaeological field survey local identifier ICCD Archaeological environmental state,[archaeological field survey local identifier [P]] [archaeological field survey ICCD identifier [P]] [Archaeological field survey [C]] [environmental state [P]] 
391,inferred_ARCO_full251,has iconographic or decorative apparatus Cultural Property Iconographic Decorative Apparatus Entity is of,[has iconographic or decorative apparatus [P]] [Cultural Property [C]] [Iconographic or Decorative Apparatus [C]] [Cultural Entity [C]] [is iconographic or decorative apparatus of [P]] 
392,inferred_ARCO_full198,numbero of rooms floors Building,[numbero of rooms [P]] [numbero of floors [P]] [Building [C]] 
393,inferred_ARCO_full281,has anomaly Anomaly overlap specifications Photo interpretation and rendering activity responsible Agent survey scientific director,[has anomaly [P]] [Anomaly [C]] [overlap specifications [P]] [Photo interpretation and rendering [C]] [has activity responsible [P]] [Agent [C]] [has survey scientific director [P]] 
394,inferred_ARCO_full337,Lithostratigraphic Group has direct lower rank Formation,[Lithostratigraphic Group [C]] [has direct lower rank [P]] [Lithostratigraphic Formation [C]] 
395,inferred_ARCO_full184,Export import certification type has export is of,[Export import certification type [C]] [Export import certification [C]] [has export import certification type [P]] [is export import certification type of [P]] 
396,inferred_ARCO_full25,has inclusion Inclusion Specimen is of,[has inclusion [P]] [Inclusion [C]] [Specimen [C]] [is inclusion of [P]] 
397,inferred_ARCO_full154,Bibliography has bibliography activity operator responsible clay specifications Agent Laboratory test results,[Bibliography [C]] [has bibliography [P]] [has activity operator [P]] [has activity responsible [P]] [clay specifications [P]] [Agent [C]] [Laboratory test [C]] [test results [P]] 
398,inferred_ARCO_full203,has part Room Construction element Building,[has part [P]] [Room [C]] [Construction element [C]] [Building [C]] 
399,inferred_ARCO_full132,specifications is title of Title has type Type,[specifications [P]] [is title of [P]] [Title [C]] [has title [P]] [is title type of [P]] [Title Type [C]] [has title type [P]] 
400,inferred_ARCO_full43,Archaeological Property Biological Taxonomy has,[Archaeological Property [C]] [Biological Taxonomy [C]] [has Biological Taxonomy [P]] 
401,inferred_ARCO_full265,Archaeological excavation Stratigraphic unit is stratigraphic of has,[Archaeological excavation [C]] [Stratigraphic unit [C]] [is stratigraphic unit of [P]] [has stratigraphic unit [P]] 
402,inferred_ARCO_full351,reproduces is reproduced by Reproduction Cultural Entity Print in publication has reproduction position of page or table number,[reproduces [P]] [is reproduced by [P]] [Reproduction [C]] [Cultural Entity [C]] [Print in publication [C]] [has reproduction [P]] [is reproduction position of [P]] [page or table number [P]] [is reproduction of [P]] [has reproduction position [P]] [Reproduction position [C]] 
403,inferred_ARCO_full93,folio Source and document has archive Agent is archived in,[folio [P]] [Source and document [C]] [has archive [P]] [Agent [C]] [is archived in [P]] 
404,inferred_ARCO_full258,has intervention Cultural Property specifications at Time Interval description Entity is on Intervention activity operator responsible sponsor Agent,[has intervention [P]] [Cultural Property [C]] [specifications [P]] [at Time [P]] [Time Interval [C]] [description [P]] [Cultural Entity [C]] [is intervention on [P]] [Intervention [C]] [has activity operator [P]] [has activity responsible [P]] [has activity sponsor [P]] [Agent [C]] 
405,inferred_ARCO_full216,Communication medium Implementation method is implementation of has,[Communication medium [C]] [Implementation method [C]] [is implementation method of [P]] [has implementation method [P]] 
406,inferred_ARCO_full141,Physical characteristic has technical Specimen Optic,[Physical characteristic [C]] [has technical characteristic [P]] [Specimen [C]] [Optic characteristic [C]] 
407,inferred_ARCO_full30,Classification is classification of has,[Classification [C]] [is classification of [P]] [has classification [P]] 
408,inferred_ARCO_full288,Family Class has direct lower rank Order,[Family [C]] [Class [C]] [has direct lower rank [P]] [Order [C]] 
409,inferred_ARCO_full322,is reference coin legend of has Numismatic Property Reference,[is reference coin legend of [P]] [has reference coin legend [P]] [Numismatic Property [C]] [Reference coin legend [C]] 
410,inferred_ARCO_full191,Construction spatial location Use function is vertical connection of number landings has use Vertical,[Construction [C]] [spatial location [P]] [Use function [C]] [is vertical connection of [P]] [number of landings [P]] [has use function [P]] [Vertical connection [C]] [has vertical connection [P]] 
411,inferred_ARCO_full344,Label container sequence Specimen Container has part label,[Label [C]] [container sequence [P]] [Specimen Container [C]] [Specimen [C]] [has part [P]] [has label [P]] 
412,inferred_ARCO_full7,Architectural element has technique Technical Characteristic shape material,[Architectural element [C]] [has technique [P]] [Technical Characteristic [C]] [has shape [P]] [has material [P]] 
413,inferred_ARCO_full86,is observation photographer of has activity operator responsible survey sound engineer Agent Observation,[is observation photographer of [P]] [has activity operator [P]] [has activity responsible [P]] [has survey sound engineer [P]] [has survey photographer [P]] [Agent [C]] [is survey sound engineer of [P]] [Observation survey [C]] 
414,inferred_ARCO_full270,Archaeological property survey type is archaeological of has technical documentation,[Archaeological property survey type [C]] [is archaeological property survey type of [P]] [Archaeological property survey [C]] [has archaeological property survey type [P]] [technical documentation [P]] 
415,inferred_ARCO_full56,identifier has accession Botanical Heritage Accession,[identifier [P]] [has accession [P]] [Botanical Heritage [C]] [Accession [C]] 
416,inferred_ARCO_full127,Cultural Property Complex has cultural property component position in complex Component is of,[Cultural Property [C]] [Complex Cultural Property [C]] [has cultural property component [P]] [position in complex cultural property [P]] [Cultural Property Component [C]] [is cultural property component of [P]] 
417,inferred_ARCO_full18,Title Interpretation criterion is interpretation of has,[Title [C]] [Interpretation criterion [C]] [is interpretation criterion of [P]] [has interpretation criterion [P]] 
418,inferred_ARCO_full169,specifications Cultural Entity has finding context Finding is of,[specifications [P]] [Cultural Entity [C]] [has finding context [P]] [Finding context [C]] [is finding context of [P]] 
419,inferred_ARCO_full222,is catalogue numebrs assignment of application has Application applicant agency for Catalogue Numbers Assignment Cataloguing or Digitization Campaign last number assigned Agent total first numbers,[is catalogue numebrs assignment of [P]] [is application of [P]] [has application [P]] [Application [C]] [is applicant agency for [P]] [Catalogue Numbers Assignment [C]] [Cataloguing or Digitization Campaign [C]] [last number assigned [P]] [Agent [C]] [has applicant agency [P]] [total of assigned number [P]] [first number assigned [P]] [has catalogue numbers assignment [P]] 
420,inferred_ARCO_full175,has related work situation is agency of cataloguing title subject Agent Change availability unique identifier Cultural Property Availability Bibliography cultural property detection method Title international region storage conditions heritage protection Subject Detection Method bibliography Information form rights historical information change suffix gathered on site Orientation location as proposed intervention catalogue number components Time Indexed Typed Location to orientation Related,[has related work situation [P]] [is related agency of [P]] [has cataloguing agency [P]] [has title [P]] [subject [P]] [Agent [C]] [Change of availability [C]] [unique identifier [P]] [Cultural Property Availability [C]] [Bibliography [C]] [Cultural Property [C]] [has cultural property availability [P]] [has detection method [P]] [Title [C]] [international identifier [P]] [region identifier [P]] [has related agency [P]] [storage conditions [P]] [is heritage protection agency of [P]] [Subject [C]] [Detection Method [C]] [has bibliography [P]] [Information form [C]] [rights [P]] [historical information [P]] [is cataloguing agency of [P]] [has subject [P]] [has change of availability [P]] [suffix [P]] [information gathered on site [P]] [Orientation [C]] [has heritage protection agency [P]] [has location as subject [P]] [proposed intervention [P]] [catalogue number [P]] [title [P]] [number of components [P]] [Time Indexed Typed Location [C]] [is related to information form [P]] [has orientation [P]] [Related work situation [C]] 
421,inferred_ARCO_full358,Alternative dating is alternative type has,[Alternative dating [C]] [is alternative dating type [P]] [has alternative dating type [P]] [Alternative dating type [C]] 
422,inferred_ARCO_full316,Substrate Type has type,[Substrate [C]] [Substrate Type [C]] [has type [P]] 
423,inferred_ARCO_full294,has cadastral city is of City Cadastral identity,[has cadastral city [P]] [is cadastral city of [P]] [City [C]] [Cadastral identity [C]] 
424,inferred_ARCO_full244,is geometry method of Geometry has,[is geometry method of [P]] [Geometry method [C]] [Geometry [C]] [has geometry method [P]] 
425,inferred_ARCO_full113,is crystal of Unit cell has Strunz code unit IMA Inorganic species New Dana,[is crystal of [P]] [Unit cell [C]] [has crystal [P]] [Strunz code [P]] [has unit cell [P]] [IMA code [P]] [Inorganic species [C]] [New Dana code [P]] 
426,inferred_ARCO_full62,is planning of Cultural Entity has Competition consequence author property Agent,[is planning of [P]] [Cultural Entity [C]] [has planning [P]] [Competition [C]] [has consequence [P]] [has author [P]] [Cultural property planning [C]] [Agent [C]] 
427,inferred_ARCO_full194,Horizontal element type has,[Horizontal element type [C]] [has type [P]] [Horizontal element [C]] 
428,inferred_ARCO_full327,Eonthem has direct lower rank Chronostratigraphic System Erathem,[Eonthem [C]] [has direct lower rank [P]] [Chronostratigraphic System [C]] [Erathem [C]] 
429,inferred_ARCO_full213,Cultural Property Part number of cultural property part,[Cultural Property Part [C]] [number of cultural property part [P]] 
430,inferred_ARCO_full35,is opening system of has Opening,[is opening system of [P]] [has opening system [P]] [Opening system [C]] 
431,inferred_ARCO_full144,Specimen is host rock of Host has,[Specimen [C]] [is host rock of [P]] [Host rock [C]] [has host rock [P]] 
432,inferred_ARCO_full275,Photographic heritage classification has photographic type classified subject is of Heritage,[Photographic heritage classification [C]] [has photographic heritage classification type [P]] [classified subject [P]] [is photographic heritage classification type of [P]] [Photographic Heritage [C]] [Photographic heritage classification type [C]] [is photographic heritage classification of [P]] 
433,inferred_ARCO_full122,Cataloguing or Digitization Campaign has type,[Cataloguing or Digitization Campaign [C]] [has type [P]] [Campaign type [C]] 
434,inferred_ARCO_full53,number in circulation Historic Or Artistic Property has fruition Fruition,[number in circulation [P]] [Historic Or Artistic Property [C]] [has fruition [P]] [Fruition [C]] 
435,inferred_ARCO_full2,is tenacity of has Mohs scale hardness lustre diaphaneity Compatibility Index optical phenomena physical characteristic phosphorescence measured density fluorescence Physical radioactivity calculated compatibility index streak calculateddensity fracture Gladstone-Dale relation VHN magnetism,[is tenacity of [P]] [has Mohs scale hardness [P]] [is lustre of [P]] [has diaphaneity [P]] [is Compatibility Index of [P]] [is optical phenomena of [P]] [is physical characteristic of [P]] [is phosphorescence of [P]] [has measured density [P]] [is fluorescence of [P]] [Physical characteristic [C]] [has lustre [P]] [has physical characteristic [P]] [has radioactivity [P]] [is calculated density of [P]] [has compatibility index [P]] [has optical phenomena [P]] [is streak of [P]] [has phosphorescence [P]] [is Mohs scale hardness of [P]] [has calculateddensity [P]] [is fracture of [P]] [is Gladstone-Dale relation of [P]] [is measured density of [P]] [has fracture [P]] [has Gladstone-Dale relation [P]] [is VHN scale hardness of [P]] [has magnetism [P]] [has fluorescence [P]] [has VHN scale hardness [P]] [has tenacity [P]] [is radioactivity of [P]] [has streak [P]] [is diaphaneity of [P]] [is magnetism of [P]] 
436,inferred_ARCO_full83,Documentation Demo-ethno-anthropological Heritage has primary documentation research Research,[Documentation [C]] [Demo-ethno-anthropological Heritage [C]] [has primary documentation [P]] [has research [P]] [Research [C]] 
437,inferred_ARCO_full341,has previous owner Agent Cultural Property is acquisition of Entity Acquisition time location,[has previous owner [P]] [Agent [C]] [Cultural Property [C]] [is acquisition of [P]] [has acquisition [P]] [Cultural Entity [C]] [Acquisition [C]] [is previous owner of [P]] [time [P]] [acquisition location [P]] 
438,inferred_ARCO_full313,Natural environment has substrate incline Incline Substrate,[Natural environment [C]] [has substrate [P]] [has incline [P]] [Incline [C]] [Substrate [C]] 
439,inferred_ARCO_full269,Archaeological excavation has survey method Survey field is survery of,[Archaeological excavation [C]] [has survey method [P]] [Survey [C]] [Archaeological field survey [C]] [is survery method of [P]] [Survey method [C]] 
440,inferred_ARCO_full227,has soil use Soil,[has soil use [P]] [Soil use [C]] [Soil [C]] [has soil use [P]] 
441,inferred_ARCO_full170,has finding context type is of Finding,[has finding context type [P]] [is finding context type of [P]] [Finding context type [C]] [Finding context [C]] 
442,inferred_ARCO_full241,has cataloguing level is of Catalogue record Cataloguing,[has cataloguing level [P]] [is cataloguing level of [P]] [Catalogue record [C]] [Cataloguing level [C]] 
443,inferred_ARCO_full67,is printing plate member of Cultural Entity has Printing plates series,[is printing plate member of [P]] [Cultural Entity [C]] [has printing plate member [P]] [Printing plates series [C]] 
444,inferred_ARCO_full116,inventory identifier location is of Cultural Property Agent Inventory has responsible,[inventory identifier [P]] [inventory location [P]] [is inventory of [P]] [Cultural Property [C]] [Agent [C]] [Inventory [C]] [has inventory [P]] [has inventory identifier responsible [P]] 
445,inferred_ARCO_full29,has category Category is of,[has category [P]] [Category [C]] [is category of [P]] 
446,inferred_ARCO_full158,Bibliography has bibliography taxonomic number Biological taxon author Agent,[Bibliography [C]] [has bibliography [P]] [taxonomic number [P]] [Biological taxon [C]] [has author [P]] [Agent [C]] 
447,inferred_ARCO_full291,Order Class has direct lower rank Phylum higher,[Order [C]] [Class [C]] [has direct lower rank [P]] [Phylum [C]] [has direct higher rank [P]] 
448,inferred_ARCO_full188,Cultural property inventory category has cultural Property is of,[Cultural property inventory category [C]] [has cultural property inventory category [P]] [Cultural Property [C]] [is cultural property inventory category of [P]] 
449,inferred_ARCO_full217,Communication medium Cultural Entity has communication is of,[Communication medium [C]] [Cultural Entity [C]] [has communication medium [P]] [is communication medium of [P]] 
450,inferred_ARCO_full259,Intervention type is intervention of has,[Intervention type [C]] [is intervention type of [P]] [Intervention [C]] [has intervention type [P]] 
451,inferred_ARCO_full31,is method of has Method,[is method of [P]] [has method [P]] [Method [C]] 
452,inferred_ARCO_full140,has crystal habit is of Specimen CrystalHabit,[has crystal habit [P]] [is crystal habit of [P]] [Specimen [C]] [CrystalHabit [C]] 
453,inferred_ARCO_full289,Family has direct higher rank Genus Order,[Family [C]] [has direct higher rank [P]] [Genus [C]] [Order [C]] 
454,inferred_ARCO_full190,difference in height number of labels numbers envelopes Cultural Entity flights landings Vertical connection,[difference in height [P]] [number of labels [P]] [numbers of envelopes [P]] [Cultural Entity [C]] [number of flights [P]] [number of landings [P]] [Vertical connection [C]] 
455,inferred_ARCO_full323,is numismatic property category of Numismatic functional Property,[is numismatic property category of [P]] [Numismatic property functional category [C]] [Numismatic Property [C]] 
456,inferred_ARCO_full87,is observation survey type of has Observation,[is observation survey type of [P]] [has observation survey type [P]] [Observation survey type [C]] [Observation survey [C]] 
457,inferred_ARCO_full6,Covering has type,[Covering [C]] [has type [P]] [Covering type [C]] 
458,inferred_ARCO_full345,Natural heritage collection has part Specimen Container,[Natural heritage collection [C]] [has part [P]] [Specimen Container [C]] 
459,inferred_ARCO_full271,is responsibility for has authority file cataloguing agency Agent Responsibility Cultural Entity agent with in,[is responsibility for [P]] [has authority file cataloguing agency [P]] [Agent [C]] [Responsibility [C]] [has responsibility [P]] [Cultural Entity [C]] [is agent with responsibility in [P]] [has agent with responsibility [P]] 
460,inferred_ARCO_full168,is geochronology of Time Interval Object object associated to Finding context has internal reflection,[is geochronology of [P]] [Time Interval [C]] [Object [C]] [is object associated to [P]] [Finding context [C]] [has associated object [P]] [internal reflection [P]] [has geochronology [P]] 
461,inferred_ARCO_full19,Interpretation criterion has interpretation,[Interpretation [C]] [Interpretation criterion [C]] [has interpretation criterion [P]] 
462,inferred_ARCO_full126,"number of elements This property represents the total a complex cultural property, when it is composed by parts containing more elements. definition and position components Complex Cultural Property has component Component","[number of elements This property represents the total number of elements of a complex cultural property, when it is composed by parts containing more elements. [P]] [definition and position of components [P]] [Complex Cultural Property [C]] [has cultural property component [P]] [number of components [P]] [Cultural Property Component [C]] "
463,inferred_ARCO_full57,is change of availability type Change has,[is change of availability type of [P]] [Change of availability [C]] [has change of availability type [P]] [Change of availability type [C]] 
464,inferred_ARCO_full223,is preservation type of date last change preservative has Preservation Fruit sample,[is preservation type of [P]] [date of last change preservative [P]] [has preservation type [P]] [Preservation type [C]] [Fruit  sample [C]] 
465,inferred_ARCO_full174,at location is cultural geographic area of Use Feature toponym in time Time Interval Toponym name Indexed Typed Location has Organization Spatial Coverage,[at location [P]] [is cultural geographic area of [P]] [Use [C]] [Feature [C]] [is toponym in time of [P]] [at Time [P]] [Time Interval [C]] [Toponym in time [C]] [name [P]] [Time Indexed Typed Location [C]] [has cultural geographic area [P]] [Organization [C]] [has Spatial Coverage [P]] [has toponym in time [P]] 
466,inferred_ARCO_full317,is altitude of Altitude minimum has Coordinates,[is altitude of [P]] [Altitude [C]] [minimum altitude [P]] [altitude [P]] [has altitude [P]] [Coordinates [C]] 
467,inferred_ARCO_full359,has scale Graphic and cartographic documentation is of Scale,[has scale [P]] [Graphic and cartographic documentation [C]] [is scale of [P]] [Scale [C]] 
468,inferred_ARCO_full295,is cadastral entity of Cadastral Entity has identity,[is cadastral entity of [P]] [Cadastral Entity [C]] [has cadastral entity [P]] [Cadastral identity [C]] 
469,inferred_ARCO_full245,is geometry technique of Geometry has,[is geometry technique of [P]] [Geometry technique [C]] [Geometry [C]] [has geometry technique [P]] 
470,inferred_ARCO_full63,Cultural Property property accessibility Entity has cultural is of,[Cultural Property [C]] [Cultural property accessibility [C]] [Cultural Entity [C]] [has cultural property accessibility [P]] [is cultural property accessibility of [P]] 
471,inferred_ARCO_full112,is format of has Format Documentation,[is format of [P]] [has format [P]] [Format [C]] [Documentation [C]] 
472,inferred_ARCO_full326,Chronostratigraphic Substage Stage has direct lower rank,[Chronostratigraphic Substage [C]] [Chronostratigraphic Stage [C]] [has direct lower rank [P]] 
473,inferred_ARCO_full195,Construction is layout of Layout has,[Construction [C]] [is layout of [P]] [Layout [C]] [has layout [P]] 
474,inferred_ARCO_full212,Interior subdvision Construction space has interior subdivision,[Interior subdvision [C]] [Construction space [C]] [has interior subdivision [P]] 
475,inferred_ARCO_full145,Specimen is paramorphosis of Paramorphosis has,[Specimen [C]] [is paramorphosis of [P]] [Paramorphosis [C]] [has paramorphosis [P]] 
