community,cluster,doc,annotateddoc,frame,synset,synsetframe triplet,noun/verb w/o frame,adj/adv w/o frame
inferred_conference-27,40,has tutorials Tutorial Conference volume,[has tutorials [P]] [Tutorial [C]] [Conference volume [C]] ,"frame:Discussion,","wn30:synset-tutorial-noun-1,wn30:synset-tutorial-noun-1,wn30:synset-conference-noun-1,wn30:synset-volume-noun-1,","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
","wn30:synset-tutorial-noun-1
wn30:synset-tutorial-noun-1
wn30:synset-volume-noun-1
",
inferred_conference-212,17,Submitted contribution has a submitted Review expertise,[Submitted contribution [C]] [has a submitted contribution [P]] [Review expertise [C]] ,"frame:Submitting_documents,frame:Giving,frame:Submitting_documents,frame:Expertise,","wn30:synset-submit-verb-1,wn30:synset-contribution-noun-2,wn30:synset-angstrom-noun-1,wn30:synset-submit-verb-1,wn30:synset-review-verb-1,wn30:synset-expertness-noun-1,","wn30:synset-submit-verb-1 - frame:Submitting_documents - frame:Event
wn30:synset-contribution-noun-2 - frame:Giving - frame:Lose_possession_scenario
wn30:synset-submit-verb-1 - frame:Submitting_documents - frame:Event
wn30:synset-expertness-noun-1 - frame:Expertise - frame:Attributes
","wn30:synset-angstrom-noun-1
wn30:synset-review-verb-1
",
inferred_conference-22,17,Conference contribution is submitted at volume,[Conference contribution [C]] [is submitted at [P]] [Conference volume [C]] ,"frame:Discussion,frame:Giving,frame:Submitting_documents,","wn30:synset-conference-noun-1,wn30:synset-contribution-noun-2,wn30:synset-submit-verb-1,wn30:synset-at-noun-2,wn30:synset-volume-noun-1,","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
wn30:synset-contribution-noun-2 - frame:Giving - frame:Lose_possession_scenario
wn30:synset-submit-verb-1 - frame:Submitting_documents - frame:Event
","wn30:synset-at-noun-2
wn30:synset-volume-noun-1
",
inferred_conference-223,68,Publisher issues Conference proceedings,[Publisher [C]] [issues [P]] [Conference proceedings [C]] ,"frame:Discussion,","wn30:synset-publisher-noun-1,wn30:synset-publish-verb-2,wn30:synset-conference-noun-1,wn30:synset-proceeding-noun-1,","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
","wn30:synset-publisher-noun-1
wn30:synset-publish-verb-2
wn30:synset-proceeding-noun-1
",
inferred_conference-217,2,was a committee of has commtitee Committee Conference volume,[was a committee of [P]] [has a commtitee [P]] [Committee [C]] [Conference volume [C]] ,"frame:Organization,frame:Organization,frame:Discussion,","wn30:synset-angstrom-noun-1,wn30:synset-committee-noun-1,wn30:synset-committee-noun-1,wn30:synset-conference-noun-1,wn30:synset-volume-noun-1,","wn30:synset-committee-noun-1 - frame:Organization - frame:Aggregate
wn30:synset-committee-noun-1 - frame:Organization - frame:Aggregate
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
","wn30:synset-angstrom-noun-1
wn30:synset-volume-noun-1
",
inferred_conference-225,78,Reviewer belongs to a review reference Review preference Topic reviewers,[Reviewer [C]] [belongs to a review reference [P]] [Review preference [C]] [Topic [C]] [belongs to reviewers [P]] ,"frame:Possession,frame:Statement,frame:Topic,","wn30:synset-reviewer-noun-1,wn30:synset-belong-verb-1,wn30:synset-angstrom-noun-1,wn30:synset-review-verb-1,wn30:synset-mention-noun-1,wn30:synset-review-verb-1,wn30:synset-predilection-noun-1,wn30:synset-subject-noun-1,wn30:synset-reviewer-noun-1,","wn30:synset-belong-verb-1 - frame:Possession
wn30:synset-mention-noun-1 - frame:Statement
wn30:synset-subject-noun-1 - frame:Topic
","wn30:synset-reviewer-noun-1
wn30:synset-angstrom-noun-1
wn30:synset-review-verb-1
wn30:synset-review-verb-1
wn30:synset-predilection-noun-1
wn30:synset-reviewer-noun-1
",
inferred_conference-24,29,has a program committee Program was of Conference volume,[has a program committee [P]] [Program committee [C]] [was a program committee of [P]] [Conference volume [C]] ,"frame:Project,frame:Purpose,frame:Organization,frame:Project,frame:Purpose,frame:Discussion,","wn30:synset-angstrom-noun-1,wn30:synset-plan-noun-1,wn30:synset-committee-noun-1,wn30:synset-plan-noun-1,wn30:synset-conference-noun-1,wn30:synset-volume-noun-1,","wn30:synset-plan-noun-1 - frame:Project
wn30:synset-plan-noun-1 - frame:Purpose
wn30:synset-committee-noun-1 - frame:Organization - frame:Aggregate
wn30:synset-plan-noun-1 - frame:Project
wn30:synset-plan-noun-1 - frame:Purpose
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
","wn30:synset-angstrom-noun-1
wn30:synset-volume-noun-1
",
inferred_conference-211,78,Reviewer has a review expertise Submitted contribution Review belongs to reviewers,[Reviewer [C]] [has a review expertise [P]] [Submitted contribution [C]] [Review expertise [C]] [belongs to reviewers [P]] ,"frame:Expertise,frame:Submitting_documents,frame:Giving,frame:Possession,","wn30:synset-reviewer-noun-1,wn30:synset-angstrom-noun-1,wn30:synset-review-verb-1,wn30:synset-expertness-noun-1,wn30:synset-submit-verb-1,wn30:synset-contribution-noun-2,wn30:synset-review-verb-1,wn30:synset-belong-verb-1,wn30:synset-reviewer-noun-1,","wn30:synset-expertness-noun-1 - frame:Expertise - frame:Attributes
wn30:synset-submit-verb-1 - frame:Submitting_documents - frame:Event
wn30:synset-contribution-noun-2 - frame:Giving - frame:Lose_possession_scenario
wn30:synset-belong-verb-1 - frame:Possession
","wn30:synset-reviewer-noun-1
wn30:synset-angstrom-noun-1
wn30:synset-review-verb-1
wn30:synset-review-verb-1
wn30:synset-reviewer-noun-1
",
inferred_conference-21,78,has contributions Conference contribution volume,[has contributions [P]] [Conference contribution [C]] [Conference volume [C]] ,"frame:Giving,frame:Discussion,frame:Giving,","wn30:synset-contribution-noun-2,wn30:synset-conference-noun-1,wn30:synset-contribution-noun-2,wn30:synset-volume-noun-1,","wn30:synset-contribution-noun-2 - frame:Giving - frame:Lose_possession_scenario
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
wn30:synset-contribution-noun-2 - frame:Giving - frame:Lose_possession_scenario
","wn30:synset-volume-noun-1
",
inferred_conference-220,12,Conference document has authors a date of issue contributes Person,[Conference document [C]] [has authors [P]] [has a date of issue [P]] [contributes [P]] [Person [C]] ,"frame:Discussion,frame:Documents,frame:Point_of_dispute,frame:People,","wn30:synset-conference-noun-1,wn30:synset-document-noun-1,wn30:synset-writer-noun-1,wn30:synset-angstrom-noun-1,wn30:synset-date-noun-1,wn30:synset-issue-noun-1,wn30:synset-lend-verb-1,wn30:synset-person-noun-1,","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
wn30:synset-document-noun-1 - frame:Documents - frame:Entity
wn30:synset-issue-noun-1 - frame:Point_of_dispute
wn30:synset-person-noun-1 - frame:People - frame:Entity
","wn30:synset-writer-noun-1
wn30:synset-angstrom-noun-1
wn30:synset-date-noun-1
wn30:synset-lend-verb-1
",
inferred_conference-214,2,has a committee co-chair was committe of Committee Co-chair,[has a committee co-chair [P]] [was a committe co-chair of [P]] [Committee [C]] [Co-chair [C]] ,"frame:Organization,frame:Organization,","wn30:synset-angstrom-noun-1,wn30:synset-committee-noun-1,wn30:synset-committee-noun-1,","wn30:synset-committee-noun-1 - frame:Organization - frame:Aggregate
wn30:synset-committee-noun-1 - frame:Organization - frame:Aggregate
","wn30:synset-angstrom-noun-1
",
inferred_conference-224,68,has a degree Review preference volume Conference proceedings,[has a degree [P]] [Review preference [C]] [has a volume [P]] [Conference proceedings [C]] ,"frame:Quantity,frame:Rank,frame:Discussion,","wn30:synset-angstrom-noun-1,wn30:synset-degree-noun-1,wn30:synset-review-verb-1,wn30:synset-predilection-noun-1,wn30:synset-volume-noun-1,wn30:synset-conference-noun-1,wn30:synset-proceeding-noun-1,","wn30:synset-degree-noun-1 - frame:Quantity - frame:Dimension
wn30:synset-degree-noun-1 - frame:Rank
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
","wn30:synset-angstrom-noun-1
wn30:synset-review-verb-1
wn30:synset-predilection-noun-1
wn30:synset-volume-noun-1
wn30:synset-proceeding-noun-1
",
inferred_conference-25,2,Steering committee was a steering of has Conference volume,[Steering committee [C]] [was a steering committee of [P]] [has a steering committee [P]] [Conference volume [C]] ,"frame:Influence_of_event_on_cognizer,frame:Organization,frame:Discussion,","wn30:synset-steer-verb-1,wn30:synset-committee-noun-1,wn30:synset-angstrom-noun-1,wn30:synset-guidance-noun-2,wn30:synset-conference-noun-1,wn30:synset-volume-noun-1,","wn30:synset-steer-verb-1 - frame:Influence_of_event_on_cognizer
wn30:synset-committee-noun-1 - frame:Organization - frame:Aggregate
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
","wn30:synset-angstrom-noun-1
wn30:synset-guidance-noun-2
wn30:synset-volume-noun-1
",
inferred_conference-210,78,Review Reviewed contribution reviews,[Review [C]] [Reviewed contribution [C]] [reviews [P]] ,"frame:Giving,","wn30:synset-review-verb-1,wn30:synset-review-verb-1,wn30:synset-contribution-noun-2,wn30:synset-review-verb-1,","wn30:synset-contribution-noun-2 - frame:Giving - frame:Lose_possession_scenario
","wn30:synset-review-verb-1
wn30:synset-review-verb-1
wn30:synset-review-verb-1
",
inferred_conference-221,72,Conference www has a URL,[Conference www [C]] [has a URL [P]] ,"frame:Discussion,","wn30:synset-conference-noun-1,wn30:synset-World_Wide_Web-noun-1,wn30:synset-angstrom-noun-1,wn30:synset-URL-noun-1,","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
","wn30:synset-World_Wide_Web-noun-1
wn30:synset-angstrom-noun-1
wn30:synset-URL-noun-1
",
inferred_conference-215,16,Committee was a member of has members,[Committee [C]] [was a member of [P]] [Committee member [C]] [has members [P]] ,"frame:Organization,frame:Membership,frame:Membership,","wn30:synset-committee-noun-1,wn30:synset-angstrom-noun-1,wn30:synset-member-noun-1,wn30:synset-member-noun-1,","wn30:synset-committee-noun-1 - frame:Organization - frame:Aggregate
wn30:synset-member-noun-1 - frame:Membership - frame:Being_included
wn30:synset-member-noun-1 - frame:Membership - frame:Being_included
","wn30:synset-angstrom-noun-1
",
inferred_confious-232,73,first name human e-mail last,[first name [P]] [human [C]] [e-mail [P]] [last name [P]] ,"frame:Ordinal_numbers,frame:Referring_by_name,frame:Being_named,frame:Ordinal_numbers,frame:Relative_time,","wn30:synset-first-adjective-1,wn30:synset-name-noun-1,wn30:synset-human-adjective-1,wn30:synset-electronic_mail-noun-1,wn30:synset-last-adjectivesatellite-1,","wn30:synset-first-adjective-1 - frame:Ordinal_numbers
wn30:synset-name-noun-1 - frame:Referring_by_name
wn30:synset-name-noun-1 - frame:Being_named
wn30:synset-last-adjectivesatellite-1 - frame:Ordinal_numbers
wn30:synset-last-adjectivesatellite-1 - frame:Relative_time - frame:Relation
","wn30:synset-electronic_mail-noun-1
","wn30:synset-human-adjective-1
"
inferred_confious-248,44,bidding of reviewer paper Program Committee member human is performed by concerned activity intensity has,[bidding of reviewer [C]] [paper [C]] [Program Committee member [C]] [human [C]] [is performed by [P]] [is concerned paper [P]] [activity [C]] [intensity [C]] [has intensity [P]] ,"frame:Request,frame:Project,frame:Purpose,frame:Organization,frame:Membership,frame:Intentionally_act,frame:Emotion_directed,frame:Intentionally_act,","wn30:synset-command-noun-1,wn30:synset-reviewer-noun-1,wn30:synset-paper-noun-1,wn30:synset-plan-noun-1,wn30:synset-committee-noun-1,wn30:synset-member-noun-1,wn30:synset-human-adjective-1,wn30:synset-perform-verb-1,wn30:synset-by-adverb-1,wn30:synset-concerned-adjective-1,wn30:synset-activity-noun-1,wn30:synset-intensity-noun-1,","wn30:synset-command-noun-1 - frame:Request - frame:Request
wn30:synset-plan-noun-1 - frame:Project
wn30:synset-plan-noun-1 - frame:Purpose
wn30:synset-committee-noun-1 - frame:Organization - frame:Aggregate
wn30:synset-member-noun-1 - frame:Membership - frame:Being_included
wn30:synset-perform-verb-1 - frame:Intentionally_act - frame:Event
wn30:synset-concerned-adjective-1 - frame:Emotion_directed
wn30:synset-activity-noun-1 - frame:Intentionally_act - frame:Event
","wn30:synset-reviewer-noun-1
wn30:synset-paper-noun-1
wn30:synset-intensity-noun-1
","wn30:synset-human-adjective-1
wn30:synset-by-adverb-1
"
inferred_confious-237,23,is concerned paper reviewing proces,[is concerned paper [P]] [reviewing proces [C]] [paper [C]] ,"frame:Emotion_directed,","wn30:synset-concerned-adjective-1,wn30:synset-paper-noun-1,wn30:synset-review-verb-1,","wn30:synset-concerned-adjective-1 - frame:Emotion_directed
","wn30:synset-paper-noun-1
wn30:synset-review-verb-1
",
inferred_confious-251,23,Rejected Paper rejection notification email is concerned paper,[Rejected Paper [C]] [rejection notification email [C]] [is concerned paper [P]] ,"frame:Agree_or_refuse_to_act,frame:Respond_to_proposal,frame:Emotion_directed,","wn30:synset-refuse-verb-2,wn30:synset-paper-noun-1,wn30:synset-rejection-noun-1,wn30:synset-presentment-noun-1,wn30:synset-electronic_mail-noun-1,wn30:synset-concerned-adjective-1,wn30:synset-paper-noun-1,","wn30:synset-refuse-verb-2 - frame:Agree_or_refuse_to_act - frame:Respond_to_proposal
wn30:synset-refuse-verb-2 - frame:Respond_to_proposal
wn30:synset-concerned-adjective-1 - frame:Emotion_directed
","wn30:synset-paper-noun-1
wn30:synset-rejection-noun-1
wn30:synset-presentment-noun-1
wn30:synset-electronic_mail-noun-1
wn30:synset-paper-noun-1
",
inferred_confious-233,30,is made by conference setup sets member human,[is made by [P]] [conference setup [C]] [sets member [P]] [human [C]] ,"frame:Cause_change,frame:Causation,frame:Discussion,frame:Gizmo,frame:Placing,frame:Causation,frame:Membership,","wn30:synset-make-verb-2,wn30:synset-by-adverb-1,wn30:synset-conference-noun-1,wn30:synset-apparatus-noun-1,wn30:synset-put-verb-1,wn30:synset-member-noun-1,wn30:synset-human-adjective-1,","wn30:synset-make-verb-2 - frame:Cause_change - frame:Event
wn30:synset-make-verb-2 - frame:Causation - frame:Event
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
wn30:synset-apparatus-noun-1 - frame:Gizmo
wn30:synset-put-verb-1 - frame:Placing - frame:Event
wn30:synset-put-verb-1 - frame:Causation - frame:Event
wn30:synset-member-noun-1 - frame:Membership - frame:Being_included
",,"wn30:synset-by-adverb-1
wn30:synset-human-adjective-1
"
inferred_confious-249,44,paper Program Committee Chair human is performed by concerned article notification has result,[paper [C]] [Program Committee Chair [C]] [human [C]] [is performed by [P]] [is concerned paper [P]] [article [C]] [notification [C]] [has result [P]] ,"frame:Project,frame:Purpose,frame:Organization,frame:Intentionally_act,frame:Emotion_directed,frame:Text,frame:Objective_influence,frame:Being_in_effect,frame:Causation,","wn30:synset-paper-noun-1,wn30:synset-plan-noun-1,wn30:synset-committee-noun-1,wn30:synset-chair-noun-1,wn30:synset-human-adjective-1,wn30:synset-perform-verb-1,wn30:synset-by-adverb-1,wn30:synset-concerned-adjective-1,wn30:synset-article-noun-1,wn30:synset-presentment-noun-1,wn30:synset-consequence-noun-1,","wn30:synset-plan-noun-1 - frame:Project
wn30:synset-plan-noun-1 - frame:Purpose
wn30:synset-committee-noun-1 - frame:Organization - frame:Aggregate
wn30:synset-perform-verb-1 - frame:Intentionally_act - frame:Event
wn30:synset-concerned-adjective-1 - frame:Emotion_directed
wn30:synset-article-noun-1 - frame:Text - frame:Entity
wn30:synset-consequence-noun-1 - frame:Objective_influence - frame:Event
wn30:synset-consequence-noun-1 - frame:Being_in_effect
wn30:synset-consequence-noun-1 - frame:Causation - frame:Event
","wn30:synset-paper-noun-1
wn30:synset-chair-noun-1
wn30:synset-presentment-noun-1
","wn30:synset-human-adjective-1
wn30:synset-by-adverb-1
"
inferred_confious-236,5,group email human is sent to concerned reviewing proces,[group email [C]] [human [C]] [is sent to [P]] [is concerned [P]] [reviewing proces [C]] ,"frame:Aggregate,frame:Organization,frame:Sending,frame:Causation,frame:Emotion_directed,","wn30:synset-group-noun-1,wn30:synset-electronic_mail-noun-1,wn30:synset-human-adjective-1,wn30:synset-send-verb-1,wn30:synset-concerned-adjective-1,wn30:synset-review-verb-1,","wn30:synset-group-noun-1 - frame:Aggregate
wn30:synset-group-noun-1 - frame:Organization - frame:Aggregate
wn30:synset-send-verb-1 - frame:Sending
wn30:synset-send-verb-1 - frame:Causation - frame:Event
wn30:synset-concerned-adjective-1 - frame:Emotion_directed
","wn30:synset-electronic_mail-noun-1
wn30:synset-review-verb-1
","wn30:synset-human-adjective-1
"
inferred_confious-250,30,conference setup includes topic human Program Committee member has of interest,[conference setup [C]] [includes topic [P]] [human [C]] [Program Committee member [C]] [topic [C]] [has topic of interest [P]] ,"frame:Discussion,frame:Gizmo,frame:Cause_to_be_included,frame:Inclusion,frame:Topic,frame:Project,frame:Purpose,frame:Organization,frame:Membership,frame:Emotion_directed,","wn30:synset-conference-noun-1,wn30:synset-apparatus-noun-1,wn30:synset-include-verb-1,wn30:synset-subject-noun-1,wn30:synset-human-adjective-1,wn30:synset-plan-noun-1,wn30:synset-committee-noun-1,wn30:synset-member-noun-1,wn30:synset-interest-noun-1,","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
wn30:synset-apparatus-noun-1 - frame:Gizmo
wn30:synset-include-verb-1 - frame:Cause_to_be_included - frame:Event
wn30:synset-include-verb-1 - frame:Inclusion
wn30:synset-subject-noun-1 - frame:Topic
wn30:synset-plan-noun-1 - frame:Project
wn30:synset-plan-noun-1 - frame:Purpose
wn30:synset-committee-noun-1 - frame:Organization - frame:Aggregate
wn30:synset-member-noun-1 - frame:Membership - frame:Being_included
wn30:synset-interest-noun-1 - frame:Emotion_directed
",,"wn30:synset-human-adjective-1
"
inferred_confious-230,58,has author structure created by is of goes through human activity article in result sent to,[has author [P]] [structure created by [P]] [is author of [P]] [goes through [P]] [human [C]] [activity [C]] [article [C]] [is created in [P]] [has result [P]] [is sent to [P]] ,"frame:Buildings,frame:Building,frame:Creating,frame:Intentionally_create,frame:Cause_to_start,frame:Coming_up_with,frame:Motion,frame:Travel,frame:Intentionally_act,frame:Text,frame:Objective_influence,frame:Being_in_effect,frame:Causation,frame:Sending,frame:Causation,","wn30:synset-writer-noun-1,wn30:synset-structure-noun-1,wn30:synset-make-verb-3,wn30:synset-by-adverb-1,wn30:synset-travel-verb-1,wn30:synset-through-adverb-1,wn30:synset-human-adjective-1,wn30:synset-activity-noun-1,wn30:synset-article-noun-1,wn30:synset-in-adverb-1,wn30:synset-consequence-noun-1,wn30:synset-send-verb-1,","wn30:synset-structure-noun-1 - frame:Buildings - frame:Entity
wn30:synset-make-verb-3 - frame:Building - frame:Event
wn30:synset-make-verb-3 - frame:Creating - frame:Event
wn30:synset-make-verb-3 - frame:Intentionally_create - frame:Event
wn30:synset-make-verb-3 - frame:Cause_to_start - frame:Event
wn30:synset-make-verb-3 - frame:Coming_up_with
wn30:synset-travel-verb-1 - frame:Motion - frame:Event
wn30:synset-travel-verb-1 - frame:Travel - frame:Event
wn30:synset-activity-noun-1 - frame:Intentionally_act - frame:Event
wn30:synset-article-noun-1 - frame:Text - frame:Entity
wn30:synset-consequence-noun-1 - frame:Objective_influence - frame:Event
wn30:synset-consequence-noun-1 - frame:Being_in_effect
wn30:synset-consequence-noun-1 - frame:Causation - frame:Event
wn30:synset-send-verb-1 - frame:Sending
wn30:synset-send-verb-1 - frame:Causation - frame:Event
","wn30:synset-writer-noun-1
","wn30:synset-by-adverb-1
wn30:synset-through-adverb-1
wn30:synset-human-adjective-1
wn30:synset-in-adverb-1
"
inferred_confious-218,66,Program Committee member automatically assign paper Automatic Paper Assignment,[Program Committee member [C]] [automatically assign paper [P]] [Automatic Paper Assignment [C]] ,"frame:Project,frame:Purpose,frame:Organization,frame:Membership,frame:Appointing,frame:Being_obligated,","wn30:synset-plan-noun-1,wn30:synset-committee-noun-1,wn30:synset-member-noun-1,wn30:synset-automatically-adverb-1,wn30:synset-delegate-verb-2,wn30:synset-paper-noun-1,wn30:synset-automatic-adjective-1,wn30:synset-paper-noun-1,wn30:synset-assignment-noun-1,","wn30:synset-plan-noun-1 - frame:Project
wn30:synset-plan-noun-1 - frame:Purpose
wn30:synset-committee-noun-1 - frame:Organization - frame:Aggregate
wn30:synset-member-noun-1 - frame:Membership - frame:Being_included
wn30:synset-delegate-verb-2 - frame:Appointing - frame:Event
wn30:synset-assignment-noun-1 - frame:Being_obligated
","wn30:synset-paper-noun-1
wn30:synset-paper-noun-1
","wn30:synset-automatically-adverb-1
wn30:synset-automatic-adjective-1
"
inferred_confious-29,4,end date of conference setup sets,[end date of conference [C]] [conference setup [C]] [sets end date of conference [P]] ,"frame:Process_end,frame:Discussion,frame:Gizmo,frame:Placing,frame:Causation,","wn30:synset-end-verb-1,wn30:synset-date-noun-1,wn30:synset-conference-noun-1,wn30:synset-apparatus-noun-1,wn30:synset-put-verb-1,","wn30:synset-end-verb-1 - frame:Process_end - frame:Event
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
wn30:synset-apparatus-noun-1 - frame:Gizmo
wn30:synset-put-verb-1 - frame:Placing - frame:Event
wn30:synset-put-verb-1 - frame:Causation - frame:Event
","wn30:synset-date-noun-1
",
inferred_confious-235,35,assign paper is followed by Program Committee member Chair human performed assignment lower tier reviewing process,[assign paper [P]] [is followed by [P]] [Program Committee member [C]] [Program Committee Chair [C]] [human [C]] [is performed by [P]] [paper assignment [C]] [lower tier reviewing process [C]] ,"frame:Appointing,frame:Project,frame:Purpose,frame:Organization,frame:Membership,frame:Intentionally_act,frame:Being_obligated,frame:Means,","wn30:synset-delegate-verb-2,wn30:synset-paper-noun-1,wn30:synset-follow-verb-1,wn30:synset-by-adverb-1,wn30:synset-plan-noun-1,wn30:synset-committee-noun-1,wn30:synset-member-noun-1,wn30:synset-chair-noun-1,wn30:synset-human-adjective-1,wn30:synset-perform-verb-1,wn30:synset-assignment-noun-1,wn30:synset-lower-verb-1,wn30:synset-grade-noun-2,wn30:synset-review-verb-1,wn30:synset-procedure-noun-1,","wn30:synset-delegate-verb-2 - frame:Appointing - frame:Event
wn30:synset-plan-noun-1 - frame:Project
wn30:synset-plan-noun-1 - frame:Purpose
wn30:synset-committee-noun-1 - frame:Organization - frame:Aggregate
wn30:synset-member-noun-1 - frame:Membership - frame:Being_included
wn30:synset-perform-verb-1 - frame:Intentionally_act - frame:Event
wn30:synset-assignment-noun-1 - frame:Being_obligated
wn30:synset-procedure-noun-1 - frame:Means
","wn30:synset-paper-noun-1
wn30:synset-follow-verb-1
wn30:synset-chair-noun-1
wn30:synset-lower-verb-1
wn30:synset-grade-noun-2
wn30:synset-review-verb-1
","wn30:synset-by-adverb-1
wn30:synset-human-adjective-1
"
inferred_confious-229,4,conference setup end date of full paper submission sets,[conference setup [C]] [end date of full paper submission [C]] [sets end date full paper submission [P]] ,"frame:Discussion,frame:Gizmo,frame:Process_end,frame:Abounding_with,frame:Fullness,frame:Submitting_documents,frame:Placing,frame:Causation,","wn30:synset-conference-noun-1,wn30:synset-apparatus-noun-1,wn30:synset-end-verb-1,wn30:synset-date-noun-1,wn30:synset-full-adjective-1,wn30:synset-paper-noun-1,wn30:synset-submission-noun-1,wn30:synset-put-verb-1,","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
wn30:synset-apparatus-noun-1 - frame:Gizmo
wn30:synset-end-verb-1 - frame:Process_end - frame:Event
wn30:synset-full-adjective-1 - frame:Abounding_with - frame:Stateframe:Relation
wn30:synset-full-adjective-1 - frame:Fullness - frame:Attributes
wn30:synset-submission-noun-1 - frame:Submitting_documents - frame:Event
wn30:synset-put-verb-1 - frame:Placing - frame:Event
wn30:synset-put-verb-1 - frame:Causation - frame:Event
","wn30:synset-date-noun-1
wn30:synset-paper-noun-1
",
inferred_confious-231,44,is supervised by monitored supervises followed human performed performs activity,[is supervised by [P]] [is monitored by [P]] [supervises [P]] [is followed by [P]] [human [C]] [is performed by [P]] [performs activity [P]] [activity [C]] ,"frame:Scrutiny,frame:Intentionally_act,frame:Intentionally_act,frame:Intentionally_act,","wn30:synset-oversee-verb-1,wn30:synset-by-adverb-1,wn30:synset-monitor-verb-1,wn30:synset-oversee-verb-1,wn30:synset-follow-verb-1,wn30:synset-human-adjective-1,wn30:synset-perform-verb-1,wn30:synset-perform-verb-1,wn30:synset-activity-noun-1,","wn30:synset-monitor-verb-1 - frame:Scrutiny
wn30:synset-perform-verb-1 - frame:Intentionally_act - frame:Event
wn30:synset-perform-verb-1 - frame:Intentionally_act - frame:Event
wn30:synset-activity-noun-1 - frame:Intentionally_act - frame:Event
","wn30:synset-oversee-verb-1
wn30:synset-oversee-verb-1
wn30:synset-follow-verb-1
","wn30:synset-by-adverb-1
wn30:synset-human-adjective-1
"
inferred_confious-219,30,sets member RPC conference setup is author of performed by Regular Program Committee lower tier reviewing process review,[sets member RPC [P]] [conference setup [C]] [is author of [P]] [is performed by [P]] [Regular Program Committee member [C]] [lower tier reviewing process [C]] [review [C]] ,"frame:Placing,frame:Causation,frame:Membership,frame:Discussion,frame:Gizmo,frame:Intentionally_act,frame:Project,frame:Purpose,frame:Organization,frame:Means,","wn30:synset-put-verb-1,wn30:synset-member-noun-1,wn30:synset-conference-noun-1,wn30:synset-apparatus-noun-1,wn30:synset-writer-noun-1,wn30:synset-perform-verb-1,wn30:synset-by-adverb-1,wn30:synset-regular-adjective-1,wn30:synset-plan-noun-1,wn30:synset-committee-noun-1,wn30:synset-lower-verb-1,wn30:synset-grade-noun-2,wn30:synset-review-verb-1,wn30:synset-procedure-noun-1,wn30:synset-review-verb-1,","wn30:synset-put-verb-1 - frame:Placing - frame:Event
wn30:synset-put-verb-1 - frame:Causation - frame:Event
wn30:synset-member-noun-1 - frame:Membership - frame:Being_included
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
wn30:synset-apparatus-noun-1 - frame:Gizmo
wn30:synset-perform-verb-1 - frame:Intentionally_act - frame:Event
wn30:synset-plan-noun-1 - frame:Project
wn30:synset-plan-noun-1 - frame:Purpose
wn30:synset-committee-noun-1 - frame:Organization - frame:Aggregate
wn30:synset-procedure-noun-1 - frame:Means
","wn30:synset-writer-noun-1
wn30:synset-lower-verb-1
wn30:synset-grade-noun-2
wn30:synset-review-verb-1
wn30:synset-review-verb-1
","wn30:synset-by-adverb-1
wn30:synset-regular-adjective-1
"
inferred_confious-28,47,conference setup end date of camera-ready submission sets camera ready,[conference setup [C]] [end date of camera-ready submission [C]] [sets end date of camera ready submission [P]] ,"frame:Discussion,frame:Gizmo,frame:Process_end,frame:Activity_ready_state,frame:Submitting_documents,frame:Placing,frame:Causation,frame:Activity_ready_state,","wn30:synset-conference-noun-1,wn30:synset-apparatus-noun-1,wn30:synset-end-verb-1,wn30:synset-date-noun-1,wn30:synset-camera-noun-1,wn30:synset-ready-adjective-1,wn30:synset-submission-noun-1,wn30:synset-put-verb-1,wn30:synset-camera-noun-1,wn30:synset-ready-adjective-1,","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality
wn30:synset-apparatus-noun-1 - frame:Gizmo
wn30:synset-end-verb-1 - frame:Process_end - frame:Event
wn30:synset-ready-adjective-1 - frame:Activity_ready_state - frame:State
wn30:synset-submission-noun-1 - frame:Submitting_documents - frame:Event
wn30:synset-put-verb-1 - frame:Placing - frame:Event
wn30:synset-put-verb-1 - frame:Causation - frame:Event
wn30:synset-ready-adjective-1 - frame:Activity_ready_state - frame:State
","wn30:synset-date-noun-1
wn30:synset-camera-noun-1
wn30:synset-camera-noun-1
",
